"obstime","wd","ws","tempr","ap","rh"
2016-05-25 09:00:00,55.48,13.22,-10.38,979.2,50.23
2016-05-25 10:00:00,62.37,16.16,-10,978.69,48.54
2016-05-25 11:00:00,75,24.49,-10.51,977.94,50.81
2016-05-25 12:00:00,76.1,25.36,-11.1,977.28,51.63
2016-05-25 13:00:00,76.6,23.76,-11.4,976.7,51.38
2016-05-25 14:00:00,76.98,22.58,-11.57,975.89,50.81
2016-05-25 15:00:00,77.2,25.02,-12.35,974.89,50.92
2016-05-25 16:00:00,82.13,22.58,-13.22,973.82,52.47
2016-05-25 17:00:00,88.03,18.36,-13.97,972.68,51.69
2016-05-25 18:00:00,102.2,17.32,-14.74,970.95,52.03
2016-05-25 19:00:00,95.12,19.63,-14.53,969.19,51.93
2016-05-25 20:00:00,89.15,13.67,-13.66,967.1,50.09
2016-05-25 21:00:00,72.02,8.81,-12.89,965.33,46.82
2016-05-25 22:00:00,137.97,2.89,-12.65,963.34,45.28
2016-05-25 23:00:00,156.25,3.24,-12.82,961.01,46.02
2016-05-26 00:00:00,65.65,4.42,-13.28,959.34,47.55
2016-05-26 01:00:00,71.83,11.11,-13.74,957.93,48.2
2016-05-26 02:00:00,65.62,10.19,-14.15,956.97,49.47
2016-05-26 03:00:00,49.03,9.4,-14.33,956.37,51.12
2016-05-26 04:00:00,44.13,11.17,-15.66,956.04,57.75
2016-05-26 05:00:00,42.72,14.53,-15.89,956.24,58.81
2016-05-26 06:00:00,43,15.46,-16.81,956.78,66.28
2016-05-26 07:00:00,40.87,15.33,-17.62,957.57,71.14
2016-05-26 08:00:00,42.3,17.93,-17.61,958.32,70.8
2016-05-26 09:00:00,37.03,16.91,-17.8,959.39,73.41
2016-05-26 10:00:00,41.88,22.09,-17.32,960.18,70.51
2016-05-26 11:00:00,39.6,21.46,-17.44,961.18,68.28
2016-05-26 12:00:00,44.42,19.64,-17.91,962.35,68.79
2016-05-26 13:00:00,43.98,21.33,-18.19,963.36,69.44
2016-05-26 14:00:00,44.75,21.52,-18.27,964.53,70.35
2016-05-26 15:00:00,42.2,22.98,-18.12,965.79,69.73
2016-05-26 16:00:00,46.92,21.22,-18.18,967.23,70.31
2016-05-26 17:00:00,48.95,18.75,-18.3,968.72,71.25
2016-05-26 18:00:00,48.73,17.03,-18.28,970.35,70.98
2016-05-26 19:00:00,59.58,13.69,-18.56,972.21,71.57
2016-05-26 20:00:00,53.82,11.67,-17.69,973.51,70.81
2016-05-26 21:00:00,58.22,8.64,-16.95,974.81,68.36
2016-05-26 22:00:00,48.25,15.38,-15.06,976.09,63.58
2016-05-26 23:00:00,45.42,16.07,-14.4,977.75,65.57
2016-05-27 00:00:00,66.47,10.81,-15.8,979.44,62.44
2016-05-27 01:00:00,70.48,7.78,-16.36,981.05,55.48
2016-05-27 02:00:00,70.9,10.41,-15.98,982.1,55.74
2016-05-27 03:00:00,69.02,9.42,-15.45,983.36,58.2
2016-05-27 04:00:00,76.17,8.25,-15.53,984.45,59.57
2016-05-27 05:00:00,118.6,4.56,-15.73,985.14,56.38
2016-05-27 06:00:00,192.83,3.27,-15.47,985.66,54.71
2016-05-27 07:00:00,183.82,6.87,-15.25,985.89,54.47
2016-05-27 08:00:00,174.77,9.11,-14.35,985.92,53.14
2016-05-27 09:00:00,68.2,13.25,-11.46,985.61,51.26
2016-05-27 10:00:00,48.37,18.75,-9.39,985.79,44.71
2016-05-27 11:00:00,51.72,14.67,-9.79,986.47,41.84
2016-05-27 12:00:00,65.48,16.88,-9.12,986.6,42.9
2016-05-27 13:00:00,49.35,16.79,-8.52,986.82,48.71
2016-05-27 14:00:00,38.65,16.88,-7.94,987.36,52.29
2016-05-27 15:00:00,46.03,20.73,-7.54,987.78,50.84
2016-05-27 16:00:00,58.95,13.19,-8,988.17,48.55
2016-05-27 17:00:00,62.07,17.9,-7.17,988.41,41.26
2016-05-27 18:00:00,63.88,16.33,-7.54,988.76,41.37
2016-05-27 19:00:00,69.25,18.98,-8.26,988.77,45.35
2016-05-27 20:00:00,72.73,25.35,-8.4,988.55,48.1
2016-05-27 21:00:00,72.77,27.13,-8.17,988.27,47.05
2016-05-27 22:00:00,74.17,29.7,-8.41,988.02,48.62
2016-05-27 23:00:00,76.17,29.25,-8.68,988.32,51.13
2016-05-28 00:00:00,79.12,31.73,-8.84,988.24,53.2
2016-05-28 01:00:00,75.57,31.68,-8.58,988.39,50.78
2016-05-28 02:00:00,72.57,25.88,-8.38,989.06,45.82
2016-05-28 03:00:00,79.17,31.76,-8.72,988.1,49.19
2016-05-28 04:00:00,79.53,29.96,-8.88,987.73,50.01
2016-05-28 05:00:00,77.6,25.31,-8.64,987.53,46.91
2016-05-28 06:00:00,79.48,22.44,-8.49,987.12,46.2
2016-05-28 07:00:00,81.17,21.2,-8.96,986.54,46.71
2016-05-28 08:00:00,80.05,23.45,-9.08,985.87,47.59
2016-05-28 09:00:00,81.68,22.79,-9.09,985.44,49.56
2016-05-28 10:00:00,86.6,21.27,-10.23,984.97,50.65
2016-05-28 11:00:00,92.35,18.95,-10.95,984.27,49.3
2016-05-28 12:00:00,98.77,19.18,-12.04,983.35,52.12
2016-05-28 13:00:00,102.3,25.73,-13.73,982.31,58.32
2016-05-28 14:00:00,104.07,29.06,-15.88,981.33,67.61
2016-05-28 15:00:00,104.9,32.42,-17.1,980.11,75.79
2016-05-28 16:00:00,102.38,30.52,-17.09,978.86,74.81
2016-05-28 17:00:00,99.43,25.59,-16.44,977.98,68.14
2016-05-28 18:00:00,101.77,25.94,-17.46,977.04,66.72
2016-05-28 19:00:00,93.27,22.77,-17.24,975.92,61.54
2016-05-28 20:00:00,88.25,20.92,-16.75,975.02,55.52
2016-05-28 21:00:00,77.72,20.34,-15.24,974.3,49.37
2016-05-28 22:00:00,74.43,18.32,-14.55,973.76,45.17
2016-05-28 23:00:00,70.57,14.85,-13.93,973.46,51.13
2016-05-29 00:00:00,56.7,12.56,-14.11,973.29,52.09
2016-05-29 01:00:00,73.8,19.09,-13.8,972.82,45.23
2016-05-29 02:00:00,73.42,18.73,-14.17,972.81,42.27
2016-05-29 03:00:00,73.88,19.16,-14.4,972.9,42.46
2016-05-29 04:00:00,77.37,18.63,-14.83,972.88,43.68
2016-05-29 05:00:00,80.07,17.15,-15.26,972.56,46.06
2016-05-29 06:00:00,81.47,16.48,-15.36,972.19,48.08
2016-05-29 07:00:00,80.4,16.08,-15.27,971.91,48.37
2016-05-29 08:00:00,81.28,14.72,-14.99,971.55,49.65
2016-05-29 09:00:00,84.03,14.69,-15.21,971.26,49.92
2016-05-29 10:00:00,81.27,15.99,-14.99,970.88,49.27
2016-05-29 11:00:00,87.38,12.21,-15.41,970.68,50.5
2016-05-29 12:00:00,87.27,12.5,-15.46,970.37,50.83
2016-05-29 13:00:00,87.23,13.23,-15.61,969.71,49.44
2016-05-29 14:00:00,83.9,14.58,-15.71,968.99,49.15
2016-05-29 15:00:00,86.15,12.82,-15.82,968.52,50.09
2016-05-29 16:00:00,86.25,11.01,-15.72,967.84,49.97
2016-05-29 17:00:00,87.72,10.72,-15.98,967.35,46.49
2016-05-29 18:00:00,87.6,10.12,-16.3,966.88,46.18
2016-05-29 19:00:00,78.43,6.87,-16,966.23,45.48
2016-05-29 20:00:00,70.45,6.79,-16.3,965.59,44.09
2016-05-29 21:00:00,60.65,2.98,-16.59,964.8,44.85
2016-05-29 22:00:00,65.15,5.48,-16.34,964.4,45.95
2016-05-29 23:00:00,72.57,5.61,-16.61,964.04,44.26
2016-05-30 00:00:00,52.86,8.14,-16.4,963.4,42.97
2016-05-30 01:00:00,48.9,9.29,-16.65,963.09,44.34
2016-05-30 02:00:00,51.85,10.07,-16.48,962.84,43.87
2016-05-30 03:00:00,61.4,12.35,-16.13,962.76,40.58
2016-05-30 04:00:00,64.83,13.06,-16.17,962.86,43.71
2016-05-30 05:00:00,71.27,13.03,-16.52,962.93,41.08
2016-05-30 06:00:00,69.33,13.5,-16.29,962.87,39.76
2016-05-30 07:00:00,70.73,13.96,-16.38,962.63,40.53
2016-05-30 08:00:00,78.62,14.69,-17.54,962.56,42.35
2016-05-30 09:00:00,75.68,12.14,-17.72,962.74,41.93
2016-05-30 10:00:00,77.52,14.47,-17.99,962.77,42
2016-05-30 11:00:00,75,11.7,-18.07,962.91,42.36
2016-05-30 12:00:00,75.25,10.64,-18.22,963.28,43.12
2016-05-30 13:00:00,85.27,9.64,-18.86,963.7,45.52
2016-05-30 14:00:00,78.88,10.17,-18.8,963.99,46.17
2016-05-30 15:00:00,83.92,10.49,-19,964.33,46.37
2016-05-30 16:00:00,79.97,8.72,-18.8,964.5,48.46
2016-05-30 17:00:00,90.82,7.94,-19.19,964.79,52.1
2016-05-30 18:00:00,99.12,6.29,-19.14,965.03,51.33
2016-05-30 19:00:00,87.83,4.66,-18.72,965.42,49.99
2016-05-30 20:00:00,100.28,5.73,-19.28,965.87,53.58
2016-05-30 21:00:00,79.72,7.97,-19.11,966.38,54.63
2016-05-30 22:00:00,72.05,7.92,-18.98,967.05,54.4
2016-05-30 23:00:00,71.73,8.49,-18.87,967.64,54.68
2016-05-31 00:00:00,71.61,7.97,-18.94,967.94,55.53
2016-05-31 01:00:00,76.45,6.81,-19.16,968.34,57.53
2016-05-31 02:00:00,76.47,7.23,-19.34,968.82,61.55
2016-05-31 03:00:00,83.83,7.04,-19.62,969.01,59.19
2016-05-31 04:00:00,77.13,6,-19.07,969.23,57.54
2016-05-31 05:00:00,78.48,5.65,-18.72,969.44,58.66
2016-05-31 06:00:00,86.45,3.49,-18.68,969.61,61.89
2016-05-31 07:00:00,129.13,0.71,-19.07,969.75,64.1
2016-05-31 08:00:00,187.52,0.57,-19.46,969.66,66.91
2016-05-31 09:00:00,100.52,1.09,-20.14,969.83,67.9
2016-05-31 10:00:00,76.62,4.47,-19.31,969.75,66.18
2016-05-31 11:00:00,66.6,3.2,-18.84,969.73,66.14
2016-05-31 12:00:00,71.72,4.76,-18.45,969.93,67.77
2016-05-31 13:00:00,137.1,2.52,-18.37,970.13,68.3
2016-05-31 14:00:00,83.2,3.85,-18.32,970.28,72.12
2016-05-31 15:00:00,55.97,3.42,-18.11,970.23,74.89
2016-05-31 16:00:00,69.32,3.54,-18.14,970.36,75.37
2016-05-31 17:00:00,67.67,5.49,-18.1,970.68,75.42
2016-05-31 18:00:00,62.87,7.37,-17.98,971.12,75.98
2016-05-31 19:00:00,41.8,6.58,-18.09,971.88,76.26
2016-05-31 20:00:00,39.93,6.57,-18.32,972.59,76.25
2016-05-31 21:00:00,44.23,10.53,-19.51,973.39,74.99
2016-05-31 22:00:00,40.68,11.72,-20.86,974.42,73.48
2016-05-31 23:00:00,30.62,9.96,-21.39,975.28,72.26
2016-06-01 00:00:00,37.08,8.99,-21.2,975.8,71.25
2016-06-01 01:00:00,45.43,10.14,-20.82,976.36,68.56
2016-06-01 02:00:00,47.43,13.69,-20.31,976.83,65.69
2016-06-01 03:00:00,55.4,16.17,-20.46,977.37,62.11
2016-06-01 04:00:00,54.3,14.52,-20.46,977.56,66.63
2016-06-01 05:00:00,31.7,16.5,-20.65,977.62,69.06
2016-06-01 06:00:00,38.72,18.72,-19.73,977.82,68.92
2016-06-01 07:00:00,45.4,12.97,-19.65,978.12,64.58
2016-06-01 08:00:00,67.17,9.03,-21,978.35,57.82
2016-06-01 09:00:00,79.32,7.57,-22.12,978.33,52.54
2016-06-01 10:00:00,90.98,6.33,-22.82,978.3,53.07
2016-06-01 11:00:00,98.87,5.81,-23.02,978.01,50.59
2016-06-01 12:00:00,103.45,5,-23.04,977.99,49.73
2016-06-01 13:00:00,107.35,3.63,-22.64,977.78,48.34
2016-06-01 14:00:00,117.42,3.69,-22.76,977.65,47.23
2016-06-01 15:00:00,150.5,1.79,-22.8,977.64,46.86
2016-06-01 16:00:00,205.65,3.05,-22.71,977.73,47.32
2016-06-01 17:00:00,185.17,9.11,-22.22,977.98,46.71
2016-06-01 18:00:00,181.58,10.28,-21.48,978.03,49.47
2016-06-01 19:00:00,181.9,8.67,-19.78,978.1,46.02
2016-06-01 20:00:00,181.55,8.43,-19.05,978.34,47.12
2016-06-01 21:00:00,180.8,10.32,-19.76,978.32,59.91
2016-06-01 22:00:00,184.37,10.84,-18.96,978.21,69.15
2016-06-01 23:00:00,181.75,11.63,-17.81,978.16,70.08
2016-06-02 00:00:00,177.12,12.04,-17.38,978.09,73.22
2016-06-02 01:00:00,180.78,11.82,-17.07,978.03,75.65
2016-06-02 02:00:00,182.8,11.68,-16.76,977.98,75.82
2016-06-02 03:00:00,188.7,10.34,-15.44,977.84,76
2016-06-02 04:00:00,184.48,9.55,-15.42,977.48,75.44
2016-06-02 05:00:00,184.35,3.14,-14.95,977.65,68.49
2016-06-02 06:00:00,185.27,2.41,-14.32,977.17,66.22
2016-06-02 07:00:00,85.33,3.74,-13.53,977.08,64
2016-06-02 08:00:00,66.73,5.7,-13.28,976.82,62.87
2016-06-02 09:00:00,79.63,2.72,-13.51,976.43,62.45
2016-06-02 10:00:00,196.3,0.85,-13.77,976.06,63.26
2016-06-02 11:00:00,151.87,1.72,-13.36,975.73,62.84
2016-06-02 12:00:00,133.15,2.86,-13.27,975.22,62.87
2016-06-02 13:00:00,82.22,5.9,-13.29,974.7,63.55
2016-06-02 14:00:00,75.28,8.58,-13.29,973.97,61.75
2016-06-02 15:00:00,64.03,7.27,-13.25,973.37,58.71
2016-06-02 16:00:00,66.82,7.84,-13.32,972.83,55.4
2016-06-02 17:00:00,63.92,7.77,-13.85,972.31,52.33
2016-06-02 18:00:00,52.62,4.28,-14.67,972.03,52.75
2016-06-02 19:00:00,62,5.07,-15.11,971.68,50.75
2016-06-02 20:00:00,54.48,3.54,-15.43,971.3,51.07
2016-06-02 21:00:00,45.58,4.15,-15.26,970.99,50.93
2016-06-02 22:00:00,55.48,6.4,-15.25,970.64,51.23
2016-06-02 23:00:00,67.6,8.19,-15.43,970.37,49.89
2016-06-03 00:00:00,67.24,10.12,-15.36,970.2,48.59
2016-06-03 01:00:00,64.5,10.71,-15.8,969.83,50
2016-06-03 02:00:00,53.97,8.37,-15.97,969.82,48.5
2016-06-03 03:00:00,62.17,9.89,-15.79,970.02,47.81
2016-06-03 04:00:00,56.57,12.41,-15.32,970.12,44.97
2016-06-03 05:00:00,58.35,13.33,-15.63,970.41,44.62
2016-06-03 06:00:00,56.78,10.91,-16.07,970.87,46.29
2016-06-03 07:00:00,57.8,12.87,-16.16,971.23,45.16
2016-06-03 08:00:00,56.43,11.47,-16.39,971.78,48.79
2016-06-03 09:00:00,60.33,12.69,-16.45,972.36,48.8
2016-06-03 10:00:00,50.92,12.71,-16.58,973.04,49.98
2016-06-03 11:00:00,53.93,11.48,-16.09,973.64,59
2016-06-03 12:00:00,65.65,12.5,-16.27,974.44,56.37
2016-06-03 13:00:00,60.15,12.98,-16.23,975.03,62.26
2016-06-03 14:00:00,59.63,13.85,-16.19,975.42,59.31
2016-06-03 15:00:00,65.83,13.2,-16.07,975.68,59.37
2016-06-03 16:00:00,65.7,11.11,-15.58,975.94,64.36
2016-06-03 17:00:00,68.22,12.02,-15.15,976.13,69.01
2016-06-03 18:00:00,60.43,12.83,-14.87,976.19,68.77
2016-06-03 19:00:00,60.47,13.58,-14.75,976.35,70.17
2016-06-03 20:00:00,62.38,13.94,-14.65,976.41,74.12
2016-06-03 21:00:00,52.05,13.83,-14.39,976.88,78.01
2016-06-03 22:00:00,46.85,13.17,-14.13,977.29,79.33
2016-06-03 23:00:00,50.08,11.36,-14.04,977.53,78.44
2016-06-04 00:00:00,52.1,11.92,-13.98,977.75,74.4
2016-06-04 01:00:00,58.18,13.28,-14.12,978.1,73.86
2016-06-04 02:00:00,66.47,13.14,-14.35,978.42,72.7
2016-06-04 03:00:00,62.13,9.29,-14.03,979.01,71.29
2016-06-04 04:00:00,59.82,8.95,-13.99,979.25,74.94
2016-06-04 05:00:00,59.48,9.48,-13.9,979.32,72.53
2016-06-04 06:00:00,54.88,9.4,-13.9,979.68,73.28
2016-06-04 07:00:00,55.48,10.07,-14.04,979.91,73.46
2016-06-04 08:00:00,62.17,10.84,-14.02,980.25,69.83
2016-06-04 09:00:00,72.45,12.48,-14.27,980.41,67.3
2016-06-04 10:00:00,54.25,12.96,-13.96,980.39,67.01
2016-06-04 11:00:00,57.37,12.75,-14.09,980.57,65.09
2016-06-04 12:00:00,64.65,12.15,-14.24,980.69,61.19
2016-06-04 13:00:00,58.48,10.16,-14.06,980.7,61.76
2016-06-04 14:00:00,64.37,9.66,-14.05,980.58,62.55
2016-06-04 15:00:00,67.1,11.7,-14.27,980.43,61.32
2016-06-04 16:00:00,70.43,12.12,-14.66,980.29,60.31
2016-06-04 17:00:00,79.2,16.68,-15.51,980.3,64.76
2016-06-04 18:00:00,77.33,18.13,-15.71,980.25,67.21
2016-06-04 19:00:00,87.18,15.25,-16.5,980.28,67.94
2016-06-04 20:00:00,96.1,14.47,-17.45,980.28,68.54
2016-06-04 21:00:00,103.67,17.53,-18.41,980.21,66.93
2016-06-04 22:00:00,110.97,15.56,-18.88,980.31,64.43
2016-06-04 23:00:00,108.07,14.63,-19.31,980.21,65.37
2016-06-05 00:00:00,107.49,15.13,-20.65,980.21,63.28
2016-06-05 01:00:00,106.47,16.01,-21.2,979.96,60.95
2016-06-05 02:00:00,100.08,15.27,-21.64,979.91,59.82
2016-06-05 03:00:00,98.83,16.56,-22.02,979.82,57.75
2016-06-05 04:00:00,98.43,14.97,-21.98,979.76,55.98
2016-06-05 05:00:00,95.3,15.47,-22.28,979.5,58.9
2016-06-05 06:00:00,93.97,15.21,-22.77,979.38,58.16
2016-06-05 07:00:00,91.93,13.55,-23.04,979.24,58.95
2016-06-05 08:00:00,95.18,14.22,-23.22,979.21,58.4
2016-06-05 09:00:00,90.73,13.54,-23.31,979.25,56.76
2016-06-05 10:00:00,90.75,13.32,-23.54,979.09,57.97
2016-06-05 11:00:00,92.92,14.57,-23.9,979.05,61.74
2016-06-05 12:00:00,81.98,12.78,-23.64,978.79,61.25
2016-06-05 13:00:00,95.27,13.55,-23.71,978.16,61.39
2016-06-05 14:00:00,100.03,15.66,-23.7,977.63,61.44
2016-06-05 15:00:00,91.9,12.93,-23.18,977.56,56.94
2016-06-05 16:00:00,90.67,12.07,-23.7,977.32,55.94
2016-06-05 17:00:00,95.67,12.01,-23.86,976.65,55.8
2016-06-05 18:00:00,99.3,12.27,-23.69,975.84,54.07
2016-06-05 19:00:00,91.45,11.86,-23.68,975.25,54.02
2016-06-05 20:00:00,85.37,11.82,-23.77,974.84,53.35
2016-06-05 21:00:00,87.82,13.84,-23.77,974.17,53.21
2016-06-05 22:00:00,80.97,6.89,-23.81,974.01,52.21
2016-06-05 23:00:00,91.48,4.42,-23.96,973.5,50.22
2016-06-06 00:00:00,77.8,9.85,-23.72,972.94,49.67
2016-06-06 01:00:00,74.38,8.05,-23.76,972.64,51.21
2016-06-06 02:00:00,145.68,2.06,-23.72,972.59,49.6
2016-06-06 03:00:00,89.87,2.62,-23.9,972.45,48.19
2016-06-06 04:00:00,53.32,4.99,-23.39,972.21,45.97
2016-06-06 05:00:00,64.18,6.76,-23.19,971.89,44.77
2016-06-06 06:00:00,63.93,6.85,-22.73,971.77,43.73
2016-06-06 07:00:00,52.35,5.4,-22.93,971.49,44.54
2016-06-06 08:00:00,51.32,6.21,-22.89,971.58,43.68
2016-06-06 09:00:00,71.73,5.26,-22.99,971.66,42.24
2016-06-06 10:00:00,51.97,3.42,-23.29,971.71,42.78
2016-06-06 11:00:00,61.87,6.42,-22.89,972.08,43.15
2016-06-06 12:00:00,62.03,5.18,-22.78,972.35,42.55
2016-06-06 13:00:00,84.48,4.01,-23.13,972.64,42.66
2016-06-06 14:00:00,69.3,2.06,-23.64,972.93,43.95
2016-06-06 15:00:00,70.72,7.04,-22.54,973.27,41.41
2016-06-06 16:00:00,84.7,7.44,-22.21,973.65,39.52
2016-06-06 17:00:00,94.83,7.28,-22.35,974.22,39.19
2016-06-06 18:00:00,95.82,7.47,-22.2,974.43,38.67
2016-06-06 19:00:00,92.22,7.29,-22.02,974.86,38.39
2016-06-06 20:00:00,89.82,6.45,-21.72,975.43,37.42
2016-06-06 21:00:00,94.23,6.82,-21.44,975.97,37.05
2016-06-06 22:00:00,81.78,6.53,-20.93,976.38,36.27
2016-06-06 23:00:00,82.22,7.88,-20.26,976.85,35.74
2016-06-07 00:00:00,84.86,8.22,-20.02,977.26,37.54
2016-06-07 01:00:00,76.18,9.76,-19.32,977.72,37.7
2016-06-07 02:00:00,76.57,8.46,-18.56,978.06,37.36
2016-06-07 03:00:00,94.73,7.3,-17.8,978.39,37.03
2016-06-07 04:00:00,94.38,6.01,-17.52,978.7,40.2
2016-06-07 05:00:00,92.78,5.77,-17.22,978.66,42.95
2016-06-07 06:00:00,93.47,6.36,-16.63,978.63,42.27
2016-06-07 07:00:00,93.03,6.4,-16.11,978.54,42.56
2016-06-07 08:00:00,83.5,7,-15.32,978.29,42.71
2016-06-07 09:00:00,90.72,6.03,-14.74,978.26,46.41
2016-06-07 10:00:00,88.53,3.41,-14.31,978.08,46.27
2016-06-07 11:00:00,101.57,3.62,-14.24,978.08,52.05
2016-06-07 12:00:00,89.18,4.26,-13.85,977.95,58.73
2016-06-07 13:00:00,77.1,2.82,-13.93,977.73,66.49
2016-06-07 14:00:00,71.73,4.02,-13.48,977.71,71.22
2016-06-07 15:00:00,73.02,4.79,-13.06,977.83,77.24
2016-06-07 16:00:00,70.25,5.7,-12.53,977.88,78.98
2016-06-07 17:00:00,60.68,4.62,-12.23,977.95,78.44
2016-06-07 18:00:00,53.42,2.3,-12.61,978.27,79.7
2016-06-07 19:00:00,74.07,4.22,-12.62,978.62,82.25
2016-06-07 20:00:00,69.02,7.08,-12.24,979.11,82.14
2016-06-07 21:00:00,55.3,8.12,-11.73,979.44,75.53
2016-06-07 22:00:00,62.55,7.85,-11.62,979.69,71.75
2016-06-07 23:00:00,52.98,10.45,-11.5,980.1,74.75
2016-06-08 00:00:00,50.32,10.38,-11.41,980.52,79.6
2016-06-08 01:00:00,51.23,11.91,-11.13,980.8,77.64
2016-06-08 02:00:00,56.23,14.29,-10.84,980.93,74.69
2016-06-08 03:00:00,55.17,14.81,-10.55,981.19,71.43
2016-06-08 04:00:00,54.95,14.94,-10.1,981.65,70.22
2016-06-08 05:00:00,53.48,13.15,-10.04,982.26,70.27
2016-06-08 06:00:00,66.98,13.64,-10.08,982.62,68.33
2016-06-08 07:00:00,61.8,10.58,-9.94,982.96,68.38
2016-06-08 08:00:00,47.87,11.97,-9.83,983.07,70.86
2016-06-08 09:00:00,46.98,12.97,-9.81,983.65,72.57
2016-06-08 10:00:00,54.5,10.49,-9.95,984.25,75.55
2016-06-08 11:00:00,63.77,10.88,-10.04,984.59,70.8
2016-06-08 12:00:00,66.08,10.96,-10.27,985.09,68.17
2016-06-08 13:00:00,66.52,10.36,-10.44,985.41,66.47
2016-06-08 14:00:00,62.9,8.15,-10.55,985.49,66.42
2016-06-08 15:00:00,63.95,8.21,-10.53,985.89,65.58
2016-06-08 16:00:00,62.22,8.5,-10.83,986.08,67.29
2016-06-08 17:00:00,60.77,10.65,-10.77,986.08,67.08
2016-06-08 18:00:00,63.6,11.29,-10.88,986.26,73.64
2016-06-08 19:00:00,58.57,11.17,-10.88,986.39,79.17
2016-06-08 20:00:00,58.98,13.84,-10.92,986.36,78.47
2016-06-08 21:00:00,61.3,14.86,-11.16,986.44,74.53
2016-06-08 22:00:00,66.43,16.86,-11.36,986.29,66.63
2016-06-08 23:00:00,65.53,15.43,-11.31,986.48,69.88
2016-06-09 00:00:00,67.95,14.01,-11.21,986.4,67.56
2016-06-09 01:00:00,80.22,15.82,-11.91,986.4,69.66
2016-06-09 02:00:00,76.33,17.78,-12,986.43,76.12
2016-06-09 03:00:00,72.28,18.16,-11.47,986.26,77.69
2016-06-09 04:00:00,73.42,16.12,-11.19,986.18,78.34
2016-06-09 05:00:00,74.88,12.81,-10.8,985.87,76.12
2016-06-09 06:00:00,65.92,11.29,-10.16,985.55,70.51
2016-06-09 07:00:00,70.97,12.21,-10.23,985.17,72.48
2016-06-09 08:00:00,76.37,12.18,-10.2,984.69,73.41
2016-06-09 09:00:00,77.13,12.03,-10.3,984.23,75.41
2016-06-09 10:00:00,70.82,9.71,-10,983.7,76.28
2016-06-09 11:00:00,73.55,8.25,-9.72,982.94,76.06
2016-06-09 12:00:00,85.5,8.61,-9.77,982.05,76.61
2016-06-09 13:00:00,79.25,9.16,-9.45,980.91,74.95
2016-06-09 14:00:00,81.93,9.96,-9.16,979.87,75.03
2016-06-09 15:00:00,70.4,6.41,-8.92,978.92,80.45
2016-06-09 16:00:00,65.95,6.21,-8.88,978.04,80.76
2016-06-09 17:00:00,84.73,6.43,-9.06,976.98,81.45
2016-06-09 18:00:00,76.05,7.68,-8.43,975.61,79.65
2016-06-09 19:00:00,62.72,11,-7.56,974.42,76.32
2016-06-09 20:00:00,68.12,18.09,-7.93,973.28,78.77
2016-06-09 21:00:00,73.07,18.51,-7.97,972.54,71.27
2016-06-09 22:00:00,69.4,17.18,-7.95,971.79,64.77
2016-06-09 23:00:00,73.92,16.57,-8.17,970.69,60.47
2016-06-10 00:00:00,69.39,13.58,-8.64,969.86,57.18
2016-06-10 01:00:00,55.13,8.71,-9.29,969.19,62.95
2016-06-10 02:00:00,71.8,7.74,-8.85,968.62,69.02
2016-06-10 03:00:00,87.88,5.62,-9.29,968.43,76.29
2016-06-10 04:00:00,90.4,5.99,-9.03,968.37,80.2
2016-06-10 05:00:00,85.6,8.19,-8.65,968.01,76.03
2016-06-10 06:00:00,72.62,12.83,-8.63,967.67,67.11
2016-06-10 07:00:00,71.1,15.4,-8.89,967.05,66.8
2016-06-10 08:00:00,73.95,19.03,-8.74,966.62,64.69
2016-06-10 09:00:00,74.22,21.76,-9.1,966.42,62.08
2016-06-10 10:00:00,75.68,22.1,-9.84,966.17,64.55
2016-06-10 11:00:00,73.78,19.69,-9.52,966.34,57.88
2016-06-10 12:00:00,75.9,21.26,-9.99,966.37,59.65
2016-06-10 13:00:00,78.9,21.18,-10.98,966.43,61.11
2016-06-10 14:00:00,73.57,25.84,-10.88,966.3,59.82
2016-06-10 15:00:00,76.92,26.77,-11.61,966.26,61.71
2016-06-10 16:00:00,80.82,27.84,-12.63,965.9,66.55
2016-06-10 17:00:00,75.2,30.45,-12.79,965.75,61.83
2016-06-10 18:00:00,76.77,29.25,-13.06,965.52,62.95
2016-06-10 19:00:00,75.13,28.68,-12.45,965.29,59.87
2016-06-10 20:00:00,75.42,29.37,-11.38,964.98,59.31
2016-06-10 21:00:00,75.38,27.05,-10.55,964.98,58.24
2016-06-10 22:00:00,76.1,23.83,-10.04,965.2,57.05
2016-06-10 23:00:00,76,22.5,-10.02,965.14,58.2
2016-06-11 00:00:00,75.49,21.46,-10.08,965.06,59.35
2016-06-11 01:00:00,77.88,19.43,-10.08,965.34,57.81
2016-06-11 02:00:00,81.32,18.04,-10.44,965.5,55.5
2016-06-11 03:00:00,85.83,16.81,-11.47,965.68,57.06
2016-06-11 04:00:00,81.58,22.23,-12.23,965.73,55.98
2016-06-11 05:00:00,79.8,22.24,-13.3,965.59,54.8
2016-06-11 06:00:00,85.08,17.49,-14.35,965.65,54.88
2016-06-11 07:00:00,80.2,20.05,-14.31,965.5,52.64
2016-06-11 08:00:00,83.28,17.62,-14.61,965.72,53.18
2016-06-11 09:00:00,80.78,17.95,-14.59,965.82,52.34
2016-06-11 10:00:00,77.12,21.52,-14.74,965.8,50.96
2016-06-11 11:00:00,77.08,21.24,-15.02,965.94,52.84
2016-06-11 12:00:00,78.43,18.93,-15,966.2,52.63
